########################################
# Program: tcode
# Rundate: Wed 21 Jan 2026 16:40:58
# Commandline: tcode
#    -sequence XIST.fasta
#    -window 200
#    -outfile XIST_tcode.out
#    -plot
#    -graph png
# Report_format: table
# Report_file: XIST_tcode.out
########################################

#=======================================
#
# Sequence: URS000025784F     from: 1   to: 37027
# HitCount: 12276
#
# Fickett TESTCODE statistic
#
#=======================================

  Start     End  Strand   Score Estimation
  23551   23750       +   0.821 No opinion
  23554   23753       +   0.834 No opinion
  23557   23756       +   0.887 No opinion
  23560   23759       +   0.843 No opinion
  23563   23762       +   0.815 No opinion
  23566   23765       +   0.810 No opinion
  23569   23768       +   0.808 No opinion
  23572   23771       +   0.875 No opinion
  23575   23774       +   0.910 No opinion
  23578   23777       +   0.840 No opinion
  23581   23780       +   0.770 No opinion
  23584   23783       +   0.797 No opinion
  23587   23786       +   0.842 No opinion
  23590   23789       +   0.842 No opinion
  23593   23792       +   0.880 No opinion
  23596   23795       +   0.886 No opinion
  23599   23798       +   0.886 No opinion
  23602   23801       +   0.851 No opinion
  23605   23804       +   0.859 No opinion
  23608   23807       +   0.915 No opinion
  23611   23810       +   0.905 No opinion
  23614   23813       +   0.891 No opinion
  23617   23816       +   0.783 No opinion
  23620   23819       +   0.788 No opinion
  23623   23822       +   0.680 Non-coding
  23626   23825       +   0.814 No opinion
  23629   23828       +   0.763 No opinion
  23632   23831       +   0.585 Non-coding
  23635   23834       +   0.562 Non-coding
  23638   23837       +   0.593 Non-coding
  23641   23840       +   0.560 Non-coding
  23644   23843       +   0.527 Non-coding
  23647   23846       +   0.536 Non-coding
  23650   23849       +   0.536 Non-coding
  23653   23852       +   0.536 Non-coding
  23656   23855       +   0.529 Non-coding
  23659   23858       +   0.517 Non-coding
  23662   23861       +   0.553 Non-coding
  23665   23864       +   0.538 Non-coding
  23668   23867       +   0.532 Non-coding
  23671   23870       +   0.523 Non-coding
  23674   23873       +   0.517 Non-coding
  23677   23876       +   0.419 Non-coding
  23680   23879       +   0.429 Non-coding
  23683   23882       +   0.570 Non-coding
  23686   23885       +   0.458 Non-coding
  23689   23888       +   0.442 Non-coding
  23692   23891       +   0.406 Non-coding
  23695   23894       +   0.505 Non-coding
  23698   23897       +   0.505 Non-coding
  23701   23900       +   0.541 Non-coding
  23704   23903       +   0.530 Non-coding
  23707   23906       +   0.531 Non-coding
  23710   23909       +   0.531 Non-coding
  23713   23912       +   0.686 Non-coding
  23716   23915       +   0.720 Non-coding
  23719   23918       +   0.733 Non-coding
  23722   23921       +   0.656 Non-coding
  23725   23924       +   0.681 Non-coding
  23728   23927       +   0.623 Non-coding
  23731   23930       +   0.627 Non-coding
  23734   23933       +   0.509 Non-coding
  23737   23936       +   0.511 Non-coding
  23740   23939       +   0.536 Non-coding
  23743   23942       +   0.656 Non-coding
  23746   23945       +   0.553 Non-coding
  23749   23948       +   0.560 Non-coding
  23752   23951       +   0.574 Non-coding
  23755   23954       +   0.574 Non-coding
  23758   23957       +   0.574 Non-coding
  23761   23960       +   0.572 Non-coding
  23764   23963       +   0.547 Non-coding
  23767   23966       +   0.522 Non-coding
  23770   23969       +   0.402 Non-coding
  23773   23972       +   0.402 Non-coding
  23776   23975       +   0.397 Non-coding
  23779   23978       +   0.405 Non-coding
  23782   23981       +   0.435 Non-coding
  23785   23984       +   0.576 Non-coding
  23788   23987       +   0.547 Non-coding
  23791   23990       +   0.435 Non-coding
  23794   23993       +   0.443 Non-coding
  23797   23996       +   0.407 Non-coding
  23800   23999       +   0.368 Non-coding
  23803   24002       +   0.386 Non-coding
  23806   24005       +   0.386 Non-coding
  23809   24008       +   0.393 Non-coding
  23812   24011       +   0.417 Non-coding
  23815   24014       +   0.488 Non-coding
  23818   24017       +   0.399 Non-coding
  23821   24020       +   0.560 Non-coding
  23824   24023       +   0.533 Non-coding
  23827   24026       +   0.655 Non-coding
  23830   24029       +   0.726 Non-coding
  23833   24032       +   0.721 Non-coding
  23836   24035       +   0.715 Non-coding
  23839   24038       +   0.715 Non-coding
  23842   24041       +   0.596 Non-coding
  23845   24044       +   0.596 Non-coding
  23848   24047       +   0.531 Non-coding
  23851   24050       +   0.683 Non-coding
  23854   24053       +   0.606 Non-coding
  23857   24056       +   0.611 Non-coding
  23860   24059       +   0.574 Non-coding
  23863   24062       +   0.574 Non-coding
  23866   24065       +   0.449 Non-coding
  23869   24068       +   0.449 Non-coding
  23872   24071       +   0.441 Non-coding
  23875   24074       +   0.416 Non-coding
  23878   24077       +   0.528 Non-coding
  23881   24080       +   0.561 Non-coding
  23884   24083       +   0.456 Non-coding
  23887   24086       +   0.455 Non-coding
  23890   24089       +   0.417 Non-coding
  23893   24092       +   0.417 Non-coding
  23896   24095       +   0.482 Non-coding
  23899   24098       +   0.556 Non-coding
  23902   24101       +   0.673 Non-coding
  23905   24104       +   0.647 Non-coding
  23908   24107       +   0.647 Non-coding
  23911   24110       +   0.609 Non-coding
  23914   24113       +   0.621 Non-coding
  23917   24116       +   0.621 Non-coding
  23920   24119       +   0.629 Non-coding
  23923   24122       +   0.641 Non-coding
  23926   24125       +   0.643 Non-coding
  23929   24128       +   0.643 Non-coding
  23932   24131       +   0.649 Non-coding
  23935   24134       +   0.661 Non-coding
  23938   24137       +   0.675 Non-coding
  23941   24140       +   0.519 Non-coding
  23944   24143       +   0.531 Non-coding
  23947   24146       +   0.537 Non-coding
  23950   24149       +   0.501 Non-coding
  23953   24152       +   0.501 Non-coding
  23956   24155       +   0.550 Non-coding
  23959   24158       +   0.582 Non-coding
  23962   24161       +   0.576 Non-coding
  23965   24164       +   0.516 Non-coding
  23968   24167       +   0.515 Non-coding
  23971   24170       +   0.559 Non-coding
  23974   24173       +   0.499 Non-coding
  23977   24176       +   0.511 Non-coding
  23980   24179       +   0.421 Non-coding
  23983   24182       +   0.407 Non-coding
  23986   24185       +   0.455 Non-coding
  23989   24188       +   0.453 Non-coding
  23992   24191       +   0.422 Non-coding
  23995   24194       +   0.455 Non-coding
  23998   24197       +   0.449 Non-coding
  24001   24200       +   0.470 Non-coding
  24004   24203       +   0.512 Non-coding
  24007   24206       +   0.630 Non-coding
  24010   24209       +   0.651 Non-coding
  24013   24212       +   0.568 Non-coding
  24016   24215       +   0.568 Non-coding
  24019   24218       +   0.688 Non-coding
  24022   24221       +   0.762 No opinion
  24025   24224       +   0.762 No opinion
  24028   24227       +   0.743 No opinion
  24031   24230       +   0.817 No opinion
  24034   24233       +   0.805 No opinion
  24037   24236       +   0.908 No opinion
  24040   24239       +   0.717 Non-coding
  24043   24242       +   0.802 No opinion
  24046   24245       +   0.898 No opinion
  24049   24248       +   0.942 No opinion
  24052   24251       +   0.843 No opinion
  24055   24254       +   0.849 No opinion
  24058   24257       +   0.897 No opinion
  24061   24260       +   0.950 Coding    
  24064   24263       +   1.122 Coding    
  24067   24266       +   1.074 Coding    
  24070   24269       +   1.007 Coding    
  24073   24272       +   0.976 Coding    
  24076   24275       +   1.068 Coding    
  24079   24278       +   1.034 Coding    
  24082   24281       +   0.982 Coding    
  24085   24284       +   0.982 Coding    
  24088   24287       +   0.938 No opinion
  24091   24290       +   0.823 No opinion
  24094   24293       +   0.853 No opinion
  24097   24296       +   0.709 Non-coding
  24100   24299       +   0.883 No opinion
  24103   24302       +   0.910 No opinion
  24106   24305       +   0.842 No opinion
  24109   24308       +   0.964 Coding    
  24112   24311       +   0.863 No opinion
  24115   24314       +   0.855 No opinion
  24118   24317       +   0.705 Non-coding
  24121   24320       +   0.743 No opinion
  24124   24323       +   0.787 No opinion
  24127   24326       +   0.761 No opinion
  24130   24329       +   0.742 No opinion
  24133   24332       +   0.790 No opinion
  24136   24335       +   0.819 No opinion
  24139   24338       +   0.706 Non-coding
  24142   24341       +   0.730 Non-coding
  24145   24344       +   0.705 Non-coding
  24148   24347       +   0.669 Non-coding
  24151   24350       +   0.576 Non-coding
  24154   24353       +   0.542 Non-coding
  24157   24356       +   0.472 Non-coding
  24160   24359       +   0.459 Non-coding
  24163   24362       +   0.496 Non-coding
  24166   24365       +   0.496 Non-coding
  24169   24368       +   0.530 Non-coding
  24172   24371       +   0.493 Non-coding
  24175   24374       +   0.486 Non-coding
  24178   24377       +   0.480 Non-coding
  24181   24380       +   0.480 Non-coding
  24184   24383       +   0.481 Non-coding
  24187   24386       +   0.478 Non-coding
  24190   24389       +   0.493 Non-coding
  24193   24392       +   0.530 Non-coding
  24196   24395       +   0.595 Non-coding
  24199   24398       +   0.580 Non-coding
  24202   24401       +   0.580 Non-coding
  24205   24404       +   0.580 Non-coding
  24208   24407       +   0.580 Non-coding
  24211   24410       +   0.507 Non-coding
  24214   24413       +   0.507 Non-coding
  24217   24416       +   0.544 Non-coding
  24220   24419       +   0.542 Non-coding
  24223   24422       +   0.557 Non-coding
  24226   24425       +   0.591 Non-coding
  24229   24428       +   0.555 Non-coding
  24232   24431       +   0.529 Non-coding
  24235   24434       +   0.562 Non-coding
  24238   24437       +   0.562 Non-coding
  24241   24440       +   0.714 Non-coding
  24244   24443       +   0.759 No opinion
  24247   24446       +   0.774 No opinion
  24250   24449       +   0.806 No opinion
  24253   24452       +   0.785 No opinion
  24256   24455       +   0.808 No opinion
  24259   24458       +   0.599 Non-coding
  24262   24461       +   0.581 Non-coding
  24265   24464       +   0.691 Non-coding
  24268   24467       +   0.650 Non-coding
  24271   24470       +   0.655 Non-coding
  24274   24473       +   0.776 No opinion
  24277   24476       +   0.855 No opinion
  24280   24479       +   0.867 No opinion
  24283   24482       +   0.869 No opinion
  24286   24485       +   0.730 Non-coding
  24289   24488       +   0.612 Non-coding
  24292   24491       +   0.595 Non-coding
  24295   24494       +   0.671 Non-coding
  24298   24497       +   0.670 Non-coding
  24301   24500       +   0.729 Non-coding
  24304   24503       +   0.680 Non-coding
  24307   24506       +   0.680 Non-coding
  24310   24509       +   0.689 Non-coding
  24313   24512       +   0.687 Non-coding
  24316   24515       +   0.578 Non-coding
  24319   24518       +   0.536 Non-coding
  24322   24521       +   0.528 Non-coding
  24325   24524       +   0.492 Non-coding
  24328   24527       +   0.559 Non-coding
  24331   24530       +   0.478 Non-coding
  24334   24533       +   0.510 Non-coding
  24337   24536       +   0.521 Non-coding
  24340   24539       +   0.489 Non-coding
  24343   24542       +   0.489 Non-coding
  24346   24545       +   0.525 Non-coding
  24349   24548       +   0.587 Non-coding
  24352   24551       +   0.644 Non-coding
  24355   24554       +   0.613 Non-coding
  24358   24557       +   0.613 Non-coding
  24361   24560       +   0.530 Non-coding
  24364   24563       +   0.451 Non-coding
  24367   24566       +   0.553 Non-coding
  24370   24569       +   0.768 No opinion
  24373   24572       +   0.784 No opinion
  24376   24575       +   0.764 No opinion
  24379   24578       +   0.781 No opinion
  24382   24581       +   0.769 No opinion
  24385   24584       +   0.781 No opinion
  24388   24587       +   0.813 No opinion
  24391   24590       +   0.943 No opinion
  24394   24593       +   0.855 No opinion
  24397   24596       +   0.915 No opinion
  24400   24599       +   0.866 No opinion
  24403   24602       +   0.807 No opinion
  24406   24605       +   0.860 No opinion
  24409   24608       +   0.890 No opinion
  24412   24611       +   0.840 No opinion
  24415   24614       +   0.840 No opinion
  24418   24617       +   0.758 No opinion
  24421   24620       +   0.683 Non-coding
  24424   24623       +   0.618 Non-coding
  24427   24626       +   0.618 Non-coding
  24430   24629       +   0.623 Non-coding
  24433   24632       +   0.679 Non-coding
  24436   24635       +   0.711 Non-coding
  24439   24638       +   0.623 Non-coding
  24442   24641       +   0.657 Non-coding
  24445   24644       +   0.589 Non-coding
  24448   24647       +   0.617 Non-coding
  24451   24650       +   0.584 Non-coding
  24454   24653       +   0.584 Non-coding
  24457   24656       +   0.584 Non-coding
  24460   24659       +   0.641 Non-coding
  24463   24662       +   0.710 Non-coding
  24466   24665       +   0.733 Non-coding
  24469   24668       +   0.696 Non-coding
  24472   24671       +   0.743 No opinion
  24475   24674       +   0.688 Non-coding
  24478   24677       +   0.667 Non-coding
  24481   24680       +   0.665 Non-coding
  24484   24683       +   0.711 Non-coding
